1.61857E+12,674,ADDHTTP Request,200,OK,Soap Request 1-2,text,TRUE,,586,434,2,2,http://www.dneonline.com/calculator.asmx,674,0,302
1.61857E+12,746,ADDHTTP Request,200,OK,Soap Request 1-1,text,TRUE,,586,434,2,2,http://www.dneonline.com/calculator.asmx,745,0,426
1.61857E+12,311,SUBHTTP Request,200,OK,Soap Request 1-1,text,TRUE,,585,444,2,2,http://www.dneonline.com/calculator.asmx,311,0,0
1.61857E+12,329,SUBHTTP Request,200,OK,Soap Request 1-2,text,TRUE,,585,444,2,2,http://www.dneonline.com/calculator.asmx,329,0,0
1.61857E+12,314,MULHTTP Request,200,OK,Soap Request 1-1,text,TRUE,,585,445,2,2,http://www.dneonline.com/calculator.asmx,314,0,0
1.61857E+12,313,MULHTTP Request,200,OK,Soap Request 1-2,text,TRUE,,585,445,2,2,http://www.dneonline.com/calculator.asmx,313,0,0
1.61857E+12,299,DIVHTTP Request,200,OK,Soap Request 1-1,text,TRUE,,585,440,2,2,http://www.dneonline.com/calculator.asmx,299,0,0
1.61857E+12,323,DIVHTTP Request,200,OK,Soap Request 1-2,text,TRUE,,585,440,1,1,http://www.dneonline.com/calculator.asmx,323,0,0
1.61858E+12,606,ADDHTTP Request,200,OK,Soap Request 1-2,text,TRUE,,586,434,2,7,http://www.dneonline.com/calculator.asmx,606,0,302
1.61858E+12,677,ADDHTTP Request,200,OK,Soap Request 1-1,text,TRUE,,586,434,2,7,http://www.dneonline.com/calculator.asmx,677,0,342
1.61858E+12,552,SUBHTTP Request,200,OK,Soap Request 1-1,text,TRUE,,585,444,2,7,http://www.dneonline.com/calculator.asmx,552,0,0
1.61858E+12,552,SUBHTTP Request,200,OK,Soap Request 1-2,text,TRUE,,585,444,2,7,http://www.dneonline.com/calculator.asmx,552,0,0
1.61858E+12,315,MULHTTP Request,200,OK,Soap Request 1-2,text,TRUE,,585,445,2,7,http://www.dneonline.com/calculator.asmx,315,0,0
1.61858E+12,331,MULHTTP Request,200,OK,Soap Request 1-1,text,TRUE,,585,445,2,7,http://www.dneonline.com/calculator.asmx,331,0,0
1.61858E+12,319,DIVHTTP Request,200,OK,Soap Request 1-2,text,TRUE,,585,440,2,7,http://www.dneonline.com/calculator.asmx,319,0,0
1.61858E+12,319,DIVHTTP Request,200,OK,Soap Request 1-1,text,TRUE,,585,440,1,6,http://www.dneonline.com/calculator.asmx,319,0,0
1.61858E+12,2966,HTTP Request,200,OK,Thread Group 2-3,text,TRUE,,389,358,5,5,https://petstore.swagger.io/v2/user,2965,0,2466
1.61858E+12,2558,HTTP Request,200,OK,Thread Group 2-5,text,TRUE,,389,359,5,5,https://petstore.swagger.io/v2/user,2557,0,2058
1.61858E+12,3167,HTTP Request,200,OK,Thread Group 2-2,text,TRUE,,389,357,5,5,https://petstore.swagger.io/v2/user,3166,0,2667
1.61858E+12,3214,HTTP Request,200,OK,Thread Group 2-1,text,TRUE,,389,371,5,5,https://petstore.swagger.io/v2/user,3213,0,2710
1618577353813,2768,HTTP Request,200,OK,Thread Group 2-4,text,TRUE,,389,358,5,5,https://petstore.swagger.io/v2/user,2767,0,2257
1618577356687,2345,HTTP Request,200,OK,Thread Group 2-3,text,TRUE,,536,0,5,5,https://petstore.swagger.io/v2/user/login?Username=cow &password=pok,0,0,0
1618577356680,559,HTTP Request,200,OK,Thread Group 2-4,text,TRUE,,482,195,4,4,https://petstore.swagger.io/v2/user/login?Username=pig&password=jgu,558,0,0
1.61858E+12,560,HTTP Request,200,OK,Thread Group 2-5,text,TRUE,,482,195,4,4,https://petstore.swagger.io/v2/user/login?Username=cat&password=lou,559,0,0
1.61858E+12,561,HTTP Request,200,OK,Thread Group 2-1,text,TRUE,,482,203,4,4,https://petstore.swagger.io/v2/user/login?Username=Jahnaviburam&password=jk,561,0,0
1.61858E+12,562,HTTP Request,200,OK,Thread Group 2-2,text,TRUE,,482,194,4,4,https://petstore.swagger.io/v2/user/login?Username=dog&password=kj,560,0,0
